Sample File,C:\Users\VanceLab\Desktop\VL_CU_SMPS_APS_CADR_20220726\VL_CU_SMPS_CADR_20220726_SmokeOreck_Trial2.S82,
AIM Version,10.3.1.0
Classifier Model,3082       ,Classifier S/N,3082021905001   ,Classifier Firmware Version,2.60
Neutralizer Model,3088,Neutralizer S/N,3088011906004
Impactor (cm),0.071,Impactor S/N,7100764
DMA Model,3081,DMA S/N,3081A1903007
DMA Inner Radius (cm),0.937
DMA Outer Radius (cm),1.961
DMA Characteristic Length (cm),44.369
HV Polarity,NEG,
Detector Model,3750,Detector S/N,3750190603,Nano Enhancer , None
Detector Sample Flow (L/min),1.00,Detector Inlet Flow (L/min),1.00
Reference Gas Viscosity (Pa*s),1.832450e-005
Reference Mean Free Path (m),6.730000e-008
Reference Gas Temperature (K),296.15
Reference Gas Pressure (kPa),101.30
Sutherland Constant (K),110.40
Tube Length (cm),25.40
Tube Diameter (cm),0.48
Channels/Decade,64
Multiple Charge Correction,TRUE
Nanoparticle Agglomerate Mobility Analysis,FALSE
Diffusion Correction,TRUE
Units,Concentration (DW)
Weight,Mass
Sample #,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
615.3,0.000,0.000,0.000,0.000,0.000,0.306,0.174,0.066,0.066,0.011,0.022,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
637.8,0.000,0.000,0.000,0.000,0.000,0.162,0.140,0.124,0.062,0.037,0.012,0.000,0.012,0.012,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
661.2,0.000,0.000,0.000,0.000,0.000,0.126,0.070,0.056,0.056,0.014,0.014,0.023,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
685.4,0.000,0.000,0.000,0.000,0.000,0.278,0.064,0.080,0.016,0.016,0.016,0.005,0.000,0.000,0.016,0.016,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
710.5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
736.5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Scan Time (s),155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155
Retrace Time (s),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
Scan Resolution (Hz),50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
Scans Per Sample,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sheath Flow (L/min),3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000
Aerosol Flow (L/min),0.881,0.882,0.882,0.881,0.882,0.882,0.882,0.882,0.882,0.882,0.882,0.882,0.883,0.883,0.883,0.883,0.883,0.883,0.883,0.883,0.883,0.883,0.883,0.884,0.884,0.883,0.884
Bypass Flow (L/min),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Low Voltage (V),10.31,10.31,10.31,10.31,10.31,10.31,10.31,10.31,10.31,10.31,10.31,10.31,10.31,10.30,10.30,10.30,10.30,10.30,10.30,10.30,10.30,10.30,10.30,10.30,10.30,10.30,10.30
High Voltage (V),9747.53,9747.89,9749.25,9750.97,9751.32,9752.69,9752.69,9754.40,9754.40,9754.40,9754.40,9756.12,9756.12,9757.48,9757.48,9757.48,9759.19,9759.19,9759.19,9760.90,9760.90,9760.90,9762.62,9762.62,9762.26,9762.26,9764.33
Lower Size (nm), 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4
Upper Size (nm),749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9
Density (g/cm³),1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
td + 0.5 (s),1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54
tf (s),6.39,6.39,6.39,6.39,6.39,6.39,6.39,6.39,6.39,6.39,6.39,6.39,6.39,6.39,6.39,6.39,6.39,6.39,6.39,6.39,6.39,6.39,6.39,6.39,6.39,6.39,6.39
D50 (nm),693.1,692.7,692.7,693.2,692.8,692.9,692.9,692.9,692.9,692.9,692.9,693.0,692.6,692.6,692.6,692.6,692.7,692.7,692.7,692.7,692.7,692.7,692.8,692.4,692.4,692.8,692.4
Neutralizer Status,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON
Median (nm),238.000,240.020,235.880,251.057,237.846,204.357,200.038,198.759,197.096,194.637,192.910,190.489,188.095,187.247,184.811,183.235,181.494,181.568,179.342,182.778,180.721,182.598,182.102,184.882,190.732,191.001,190.253
Mean (nm),242.584,249.412,246.697,259.493,241.267,213.290,207.918,206.202,204.451,201.596,200.086,197.613,194.907,193.501,192.242,190.812,188.752,187.094,184.515,188.412,186.575,190.367,185.386,187.560,203.586,199.691,197.189
Geo. Mean (nm),228.715,233.093,230.157,245.267,227.315,200.759,194.565,193.043,191.390,188.743,187.122,184.492,182.096,180.584,178.743,177.257,175.101,174.464,172.008,175.029,173.332,176.217,173.202,175.418,185.925,185.285,183.358
Mode (nm),250.287,250.287,358.664,250.287,241.442,209.080,209.080,209.080,201.691,209.080,209.080,201.691,187.688,194.564,187.688,187.688,201.691,201.691,201.691,187.688,209.080,201.691,201.691,201.691,232.910,224.679,224.679
Geo. Std. Dev.,1.432,1.462,1.468,1.424,1.433,1.423,1.455,1.453,1.453,1.453,1.457,1.464,1.462,1.468,1.480,1.483,1.488,1.475,1.476,1.489,1.488,1.501,1.472,1.468,1.540,1.497,1.487
Total Conc. (µg/m³),4.676350e-001,2.317416e-001,1.238606e-001,8.243286e-002,4.808011e-002,7.831401e+002,6.131940e+002,3.731301e+002,2.291298e+002,1.389484e+002,8.662272e+001,5.342699e+001,3.351042e+001,2.097033e+001,1.327896e+001,8.447427e+000,5.339635e+000,3.482040e+000,2.233995e+000,1.524218e+000,9.930680e-001,6.878656e-001,4.653679e-001,3.302954e-001,2.384382e-001,1.833985e-001,1.345084e-001
Title,,,,,,,,,,,,,,,,,,,,,,,,,,,
User Name,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab
Sample ID,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instrument ID,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab ID,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leak Test and Leakage Rate,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instrument Errors,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan
Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,
