Sample File,C:\Users\VanceLab\Desktop\VL_CU_SMPS_APS_CADR_20220726\VL_CU_SMPS_CADR_20220726_SmokeOreck_Trial1.S82,
AIM Version,10.3.1.0
Classifier Model,3082       ,Classifier S/N,3082021905001   ,Classifier Firmware Version,2.60
Neutralizer Model,3088,Neutralizer S/N,3088011906004
Impactor (cm),0.071,Impactor S/N,7100764
DMA Model,3081,DMA S/N,3081A1903007
DMA Inner Radius (cm),0.937
DMA Outer Radius (cm),1.961
DMA Characteristic Length (cm),44.369
HV Polarity,NEG,
Detector Model,3750,Detector S/N,3750190603,Nano Enhancer , None
Detector Sample Flow (L/min),1.00,Detector Inlet Flow (L/min),1.00
Reference Gas Viscosity (Pa*s),1.832450e-005
Reference Mean Free Path (m),6.730000e-008
Reference Gas Temperature (K),296.15
Reference Gas Pressure (kPa),101.30
Sutherland Constant (K),110.40
Tube Length (cm),25.40
Tube Diameter (cm),0.48
Channels/Decade,64
Multiple Charge Correction,TRUE
Nanoparticle Agglomerate Mobility Analysis,FALSE
Diffusion Correction,TRUE
Units,Concentration (DW)
Weight,Mass
Sample #,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
615.3,0.011,0.000,0.000,0.000,0.000,0.154,0.067,0.042,0.033,0.022,0.000,0.022,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
637.8,0.000,0.000,0.000,0.000,0.000,0.125,0.063,0.027,0.050,0.012,0.000,0.000,0.012,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
661.2,0.057,0.000,0.000,0.000,0.000,0.113,0.095,0.056,0.014,0.014,0.014,0.000,0.000,0.014,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
685.4,0.032,0.000,0.000,0.000,0.000,0.161,0.068,0.000,0.000,0.032,0.000,0.032,0.016,0.000,0.016,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
710.5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
736.5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Scan Time (s),155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155
Retrace Time (s),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
Scan Resolution (Hz),50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
Scans Per Sample,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sheath Flow (L/min),3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000
Aerosol Flow (L/min),0.876,0.877,0.877,0.878,0.878,0.879,0.879,0.879,0.879,0.880,0.880,0.880,0.880,0.881,0.881,0.881,0.881,0.881,0.881,0.882,0.882,0.882,0.882,0.882,0.882,0.881,0.882
Bypass Flow (L/min),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Low Voltage (V),10.36,10.36,10.36,10.35,10.35,10.35,10.35,10.35,10.35,10.34,10.34,10.34,10.33,10.34,10.34,10.32,10.32,10.32,10.33,10.32,10.32,10.32,10.32,10.32,10.32,10.31,10.31
High Voltage (V),9714.31,9717.43,9718.81,9722.28,9723.66,9725.40,9728.51,9728.51,9730.24,9731.97,9733.34,9735.07,9734.47,9736.80,9738.17,9737.56,9739.28,9739.28,9743.34,9742.73,9742.38,9742.38,9744.10,9745.82,9745.82,9747.53,9747.89
Lower Size (nm), 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4
Upper Size (nm),749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9
Density (g/cm³),1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
td + 0.5 (s),1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54
tf (s),6.40,6.40,6.40,6.40,6.40,6.40,6.40,6.40,6.40,6.40,6.40,6.40,6.40,6.39,6.39,6.39,6.39,6.39,6.39,6.39,6.39,6.39,6.39,6.39,6.39,6.39,6.39
D50 (nm),694.0,693.7,693.8,693.5,693.5,693.2,693.3,693.3,693.3,693.0,693.0,693.1,693.1,692.7,692.8,692.7,692.8,692.8,693.0,692.5,692.5,692.5,692.5,692.6,692.6,693.1,692.7
Neutralizer Status,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON
Median (nm),353.067,236.547,221.427,246.430,241.105,206.837,198.927,197.398,195.469,193.948,191.659,188.889,187.100,184.729,181.963,181.179,179.134,177.946,176.498,177.242,177.372,179.452,183.788,181.964,182.485,194.471,183.511
Mean (nm),409.399,246.011,238.030,274.740,263.566,215.139,205.555,203.972,201.751,200.334,197.415,194.921,192.774,189.981,188.077,187.271,185.022,182.956,183.485,184.771,184.816,185.188,191.745,193.885,189.586,206.610,185.773
Geo. Mean (nm),352.764,230.476,221.910,256.949,246.328,203.617,192.007,190.700,188.593,187.160,184.391,181.810,179.655,176.966,174.746,173.724,171.483,169.853,169.469,170.259,170.164,171.419,176.229,176.999,175.719,189.532,174.142
Mode (nm),661.169,241.442,414.178,461.384,414.178,216.739,209.080,216.739,216.739,209.080,201.691,201.691,209.080,194.564,187.688,194.564,194.564,187.688,194.564,187.688,201.691,209.080,216.739,224.679,168.485,194.564,241.442
Geo. Std. Dev.,1.774,1.455,1.468,1.457,1.465,1.398,1.464,1.460,1.461,1.463,1.465,1.470,1.474,1.477,1.486,1.493,1.497,1.493,1.510,1.519,1.518,1.507,1.531,1.544,1.502,1.539,1.456
Total Conc. (µg/m³),3.223853e-001,1.019211e-001,5.196050e-002,5.618553e-002,3.665620e-002,8.406750e+002,7.000893e+002,4.229151e+002,2.548291e+002,1.555560e+002,9.522739e+001,5.862404e+001,3.635444e+001,2.246620e+001,1.402091e+001,8.942445e+000,5.605856e+000,3.614349e+000,2.282585e+000,1.537770e+000,1.024748e+000,6.989944e-001,4.995929e-001,3.546499e-001,2.555459e-001,2.169889e-001,1.441660e-001
Title,,,,,,,,,,,,,,,,,,,,,,,,,,,
User Name,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab
Sample ID,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instrument ID,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab ID,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leak Test and Leakage Rate,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instrument Errors,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan
Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,
