Sample File,C:\Users\VanceLab\Desktop\VL_CU_SMPS_APS_CADR_20220726\VL_CU_SMPS_CADR_20220726_SmokeOreck_Trial3.S82,
AIM Version,10.3.1.0
Classifier Model,3082       ,Classifier S/N,3082021905001   ,Classifier Firmware Version,2.60
Neutralizer Model,3088,Neutralizer S/N,3088011906004
Impactor (cm),0.071,Impactor S/N,7100764
DMA Model,3081,DMA S/N,3081A1903007
DMA Inner Radius (cm),0.937
DMA Outer Radius (cm),1.961
DMA Characteristic Length (cm),44.369
HV Polarity,NEG,
Detector Model,3750,Detector S/N,3750190603,Nano Enhancer , None
Detector Sample Flow (L/min),1.00,Detector Inlet Flow (L/min),1.00
Reference Gas Viscosity (Pa*s),1.832450e-005
Reference Mean Free Path (m),6.730000e-008
Reference Gas Temperature (K),296.15
Reference Gas Pressure (kPa),101.30
Sutherland Constant (K),110.40
Tube Length (cm),25.40
Tube Diameter (cm),0.48
Channels/Decade,64
Multiple Charge Correction,TRUE
Nanoparticle Agglomerate Mobility Analysis,FALSE
Diffusion Correction,TRUE
Units,Concentration (DW)
Weight,Mass
Sample #,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
615.3,0.000,0.000,0.000,0.000,0.000,0.487,0.382,0.163,0.109,0.044,0.051,0.044,0.022,0.000,0.000,0.000,0.011,0.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
637.8,0.000,0.000,0.000,0.000,0.000,0.339,0.268,0.235,0.037,0.099,0.029,0.062,0.000,0.000,0.016,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
661.2,0.000,0.000,0.000,0.000,0.000,0.359,0.202,0.168,0.056,0.014,0.014,0.000,0.014,0.000,0.010,0.014,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
685.4,0.000,0.000,0.000,0.000,0.000,0.341,0.112,0.159,0.096,0.032,0.016,0.016,0.000,0.016,0.016,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
710.5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
736.5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Scan Time (s),155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155
Retrace Time (s),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
Scan Resolution (Hz),50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
Scans Per Sample,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sheath Flow (L/min),3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000
Aerosol Flow (L/min),0.883,0.883,0.883,0.883,0.883,0.883,0.883,0.884,0.883,0.884,0.884,0.884,0.884,0.884,0.884,0.884,0.884,0.885,0.884,0.885,0.885,0.885,0.885,0.885,0.885,0.885,0.885
Bypass Flow (L/min),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Low Voltage (V),10.30,10.29,10.30,10.29,10.29,10.30,10.29,10.29,10.30,10.29,10.28,10.28,10.28,10.28,10.28,10.28,10.28,10.28,10.28,10.28,10.28,10.28,10.28,10.28,10.28,10.28,10.28
High Voltage (V),9757.13,9756.84,9759.19,9758.55,9760.26,9762.62,9760.26,9761.97,9763.97,9761.97,9763.32,9763.32,9763.32,9765.03,9765.03,9765.03,9766.74,9766.74,9766.38,9766.74,9766.38,9768.09,9768.09,9768.09,9768.09,9768.09,9769.80
Lower Size (nm), 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4
Upper Size (nm),749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9
Density (g/cm³),1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
td + 0.5 (s),1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54
tf (s),6.39,6.39,6.39,6.39,6.39,6.39,6.39,6.39,6.39,6.39,6.39,6.39,6.39,6.39,6.39,6.39,6.39,6.39,6.39,6.39,6.39,6.39,6.39,6.39,6.39,6.39,6.39
D50 (nm),692.6,692.6,692.7,692.6,692.7,692.8,692.7,692.3,692.9,692.3,692.4,692.4,692.4,692.4,692.4,692.4,692.5,692.1,692.5,692.1,692.1,692.1,692.1,692.1,692.1,692.1,692.2
Neutralizer Status,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON
Median (nm),231.622,241.289,226.268,229.017,255.534,223.903,218.564,215.571,213.907,211.766,210.049,207.079,204.597,202.255,200.662,198.325,195.403,196.616,196.990,197.743,193.446,199.859,198.320,198.782,201.979,201.199,217.217
Mean (nm),247.054,257.888,232.688,230.203,269.059,233.951,227.495,224.899,222.334,220.614,218.469,215.368,212.380,210.006,209.510,205.809,203.187,204.544,204.217,205.645,198.316,206.459,206.769,203.329,209.128,205.568,229.861
Geo. Mean (nm),229.987,237.061,221.740,219.457,251.573,218.597,211.023,208.694,206.426,204.704,202.542,199.558,196.772,194.122,193.089,190.174,187.512,188.329,188.358,188.961,183.450,189.837,190.225,187.508,192.901,191.202,211.486
Mode (nm),289.026,593.523,259.455,241.442,358.664,241.442,232.910,224.679,232.910,224.679,216.739,216.739,216.739,232.910,216.739,224.679,209.080,216.739,201.691,216.739,232.910,241.442,224.679,259.455,241.442,224.679,429.351
Geo. Std. Dev.,1.470,1.503,1.383,1.381,1.464,1.455,1.493,1.490,1.489,1.491,1.495,1.497,1.499,1.508,1.517,1.511,1.515,1.524,1.520,1.533,1.512,1.532,1.530,1.520,1.523,1.495,1.532
Total Conc. (µg/m³),2.678375e-001,1.418378e-001,8.174663e-002,5.258992e-002,5.003285e-002,8.907582e+002,7.140351e+002,4.287276e+002,2.589056e+002,1.592224e+002,9.834163e+001,6.109494e+001,3.775003e+001,2.338091e+001,1.484371e+001,9.314712e+000,5.839986e+000,3.869986e+000,2.549790e+000,1.665052e+000,1.043230e+000,7.595401e-001,5.079159e-001,3.574775e-001,2.548239e-001,1.915494e-001,1.708360e-001
Title,,,,,,,,,,,,,,,,,,,,,,,,,,,
User Name,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab
Sample ID,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instrument ID,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab ID,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leak Test and Leakage Rate,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instrument Errors,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan
Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,
